id,status_group
21828,functional needs repair
7638,non functional
56568,functional
29502,functional
14198,non functional
63751,functional
5928,non functional
42267,non functional
69493,non functional
64556,functional
22629,functional
49173,non functional
2358,functional
32709,functional
28752,functional
7917,functional
29189,functional
2159,non functional
43104,functional
43457,non functional
36883,functional
24201,non functional
40839,non functional
27603,non functional
58623,functional needs repair
3144,functional
42970,non functional
30336,non functional
56071,functional
53451,functional
35703,functional
39991,non functional
30947,functional
22468,functional
62861,functional
53501,functional
56510,functional needs repair
4508,functional
57787,functional needs repair
49951,functional
3872,non functional
56684,functional needs repair
67903,non functional
56467,non functional
38739,non functional
18343,functional
13767,non functional
62621,non functional
73869,functional
70262,functional
71693,non functional
20174,functional
15549,functional
62113,functional
29511,functional
9501,non functional
66604,non functional
39581,non functional
36831,functional
21060,non functional
9519,non functional
64673,functional needs repair
32122,non functional
56799,functional
10080,functional
13909,non functional
22956,functional
43508,non functional
43680,non functional
9719,functional
45095,functional
62238,non functional
10929,non functional
72578,functional needs repair
3060,non functional
46841,non functional
12034,non functional
16234,non functional
9795,non functional
3641,non functional
20787,functional
63937,non functional
36040,non functional
67076,non functional
65787,non functional
50760,functional
31362,non functional
63329,functional
60993,functional
48268,non functional
13857,non functional
62212,functional
10234,functional
49460,functional needs repair
67804,non functional
60775,functional
3648,functional
40853,functional
36292,non functional
67873,non functional
33543,functional
64414,functional
64541,functional
70060,functional needs repair
63551,non functional
30021,non functional
11373,non functional
2006,non functional
62388,functional
47949,functional
23075,non functional
54591,non functional
4415,non functional
18438,non functional
47227,functional
32803,non functional
61007,functional needs repair
65713,functional needs repair
4149,functional
12758,functional needs repair
13084,functional
35610,functional
54093,functional needs repair
42439,non functional
40534,non functional
46477,functional
63169,functional
4545,non functional
67788,functional needs repair
70091,non functional
53996,functional
17796,non functional
55847,functional
64785,non functional
26140,functional
56381,functional needs repair
68966,functional
51300,functional
51757,functional
65640,functional
21027,non functional
53724,functional
26908,functional needs repair
25652,non functional
71040,non functional
53348,functional
19782,non functional
36271,functional
26541,functional
70464,functional
59058,non functional
56509,non functional
50996,non functional
70413,non functional
19540,functional needs repair
17886,functional needs repair
2095,functional needs repair
61538,functional
65494,non functional
45491,functional
37220,functional
54218,non functional
59686,functional needs repair
31393,functional
55054,functional
21958,non functional
66499,functional needs repair
69750,non functional
40828,functional
10927,non functional
52853,functional needs repair
20436,functional
2178,functional
70197,functional
42000,functional
58941,functional needs repair
61707,functional needs repair
28955,non functional
61906,non functional
48164,functional
45217,functional
56244,functional
66945,functional
20655,non functional
7924,functional
19171,non functional
65349,non functional
40561,functional
1023,functional
1508,functional
26647,functional
70445,non functional
50199,non functional
26964,functional
32219,non functional
16046,functional
15737,functional
72539,non functional
67393,functional
29013,non functional
23734,functional
73315,functional
31537,non functional
6953,functional
41659,functional
4867,functional needs repair
21370,non functional
65133,non functional
9373,functional needs repair
17907,functional needs repair
71828,non functional
72894,functional
41582,non functional
46838,non functional
70576,non functional
23323,functional
3973,non functional
65816,functional
43626,functional needs repair
66966,functional
24844,non functional
73066,functional needs repair
67978,non functional
13443,non functional
32444,functional
8155,non functional
18982,non functional
24533,functional needs repair
27856,functional
56866,non functional
58445,functional
41621,functional
63893,functional
11225,functional needs repair
20613,non functional
39516,functional
8756,non functional
10638,functional
50885,functional needs repair
30237,non functional
41182,non functional
10502,non functional
50223,non functional
10319,non functional
21019,non functional
34756,functional
57777,non functional
56844,non functional
64906,non functional
32519,functional
63082,non functional
15477,functional
13846,non functional
51835,functional
3452,functional
27034,non functional
8371,functional
34995,functional
67500,functional
18893,functional
8503,non functional
62636,non functional
46592,functional
30362,functional
29200,functional
48207,non functional
5169,functional
10865,functional
48994,non functional
27483,non functional
4802,non functional
6024,functional
52999,non functional
12513,functional
50674,functional needs repair
49108,functional needs repair
72224,functional
13828,functional
61051,non functional
43717,functional needs repair
66773,functional needs repair
52059,non functional
14014,functional
33098,functional needs repair
18004,non functional
49510,functional
33775,non functional
59126,functional
60508,functional
69680,non functional
32334,non functional
49944,functional
37219,functional needs repair
34876,non functional
6160,non functional
14998,non functional
51635,functional
25806,functional
28063,functional
24315,non functional
19994,non functional
14533,functional
22102,functional
55097,non functional
52399,functional
21410,functional
50788,non functional
30143,non functional
31438,functional needs repair
50605,functional
38138,functional
37714,functional needs repair
12458,non functional
63847,non functional
38941,non functional
58006,non functional
3701,functional
63176,functional
32907,functional needs repair
63884,non functional
22345,functional needs repair
58020,functional needs repair
6689,non functional
26308,non functional
14398,functional
14818,non functional
6353,functional
43839,non functional
2840,functional
59264,functional
8560,functional
21778,non functional
1718,non functional
67618,non functional
66982,non functional
48558,functional
44952,non functional
68081,non functional
7118,functional
53226,functional
72612,non functional
15657,functional
15032,non functional
71183,non functional
47231,functional needs repair
59893,functional
18294,non functional
2375,non functional
24452,functional
60068,non functional
22177,functional
15599,functional needs repair
58770,functional
33128,functional needs repair
6079,non functional
13266,functional
35442,functional
61825,non functional
41385,non functional
4520,functional
69554,functional
26582,non functional
45162,functional
51277,functional
19496,non functional
70560,functional
22059,non functional
20955,functional
20485,functional
66852,non functional
6978,non functional
48612,functional
71666,functional needs repair
24170,non functional
17850,functional
43902,functional
56723,non functional
64536,non functional
1233,non functional
42143,non functional
40374,functional
32954,functional
68984,functional
11978,non functional
65189,functional
16038,functional needs repair
28449,functional
56904,functional
64601,functional needs repair
72436,functional needs repair
6144,functional
70599,functional
70655,non functional
43023,functional
65545,non functional
31000,functional needs repair
26482,non functional
25686,non functional
15651,functional needs repair
19192,functional
73785,functional
2125,functional
65140,functional
29595,non functional
5306,functional needs repair
45147,functional
39443,functional
47769,functional
29520,functional
69998,non functional
34484,non functional
71981,non functional
51469,non functional
17422,functional
23257,non functional
15856,functional
228,functional
35713,functional needs repair
54385,non functional
65399,non functional
5863,non functional
49266,functional
24312,functional
68374,functional
55651,non functional
52250,non functional
74244,functional
61104,non functional
19955,functional
43510,non functional
41099,non functional
51305,non functional
71832,functional
24812,non functional
57060,functional
3193,non functional
20040,functional
682,functional
47417,non functional
9536,functional
56423,non functional
4770,non functional
10926,non functional
70775,non functional
3344,functional
7940,functional
41872,functional
14226,non functional
1084,non functional
29695,non functional
53357,non functional
38502,functional
45263,functional
11664,non functional
45951,non functional
31956,functional
72722,non functional
1457,non functional
58604,functional
10150,non functional
13140,non functional
4158,functional
33365,non functional
2512,non functional
3792,functional needs repair
41158,functional
49470,functional
45060,non functional
61264,non functional
42048,non functional
52317,functional
26066,non functional
5082,non functional
39794,functional
282,non functional
13617,functional
70883,functional
46582,functional
18763,non functional
13744,functional
71273,functional needs repair
2447,non functional
74063,functional
33761,functional
73129,non functional
38438,non functional
66706,non functional
71117,functional
7078,functional needs repair
519,functional
55708,functional
38509,functional
57945,functional
27176,functional
68377,non functional
849,functional
47114,functional needs repair
41438,non functional
21111,functional
37406,non functional
10498,non functional
34231,non functional
56341,non functional
18051,functional
35331,functional needs repair
58056,non functional
61167,non functional
4920,non functional
40357,functional
43318,non functional
21087,functional needs repair
68111,non functional
11661,non functional
16322,non functional
49232,non functional
54765,functional
71388,non functional
18604,functional
44350,functional
62598,functional
43591,non functional
51885,functional
13290,non functional
12485,non functional
1968,functional
62032,functional
13395,non functional
27384,functional
50484,non functional
23050,non functional
31156,non functional
32559,non functional
70435,non functional
22655,non functional
44573,functional
9332,non functional
46413,non functional
6930,functional
7830,functional
30613,functional
2715,functional
1873,non functional
69719,functional
31230,functional needs repair
57424,functional needs repair
20682,non functional
23566,functional
38271,functional
47572,non functional
71841,non functional
73967,functional needs repair
60861,functional
20526,non functional
38337,functional
20014,functional
57709,non functional
19588,non functional
27587,functional needs repair
9984,non functional
70608,non functional
64499,non functional
38582,non functional
359,non functional
11158,non functional
37242,functional needs repair
71892,functional
18826,non functional
42859,functional
52768,functional
34690,non functional
28004,functional
45813,non functional
56875,non functional
14917,functional
30105,non functional
12955,functional
44032,non functional
53634,non functional
13922,functional
67888,functional
24970,functional
47673,functional
12015,functional
20259,functional needs repair
24333,non functional
48864,functional
3186,functional
40617,functional
39727,non functional
26524,non functional
49963,non functional
33392,non functional
65604,functional
25439,non functional
32689,functional needs repair
39346,functional
44111,non functional
48509,non functional
58191,functional
38311,non functional
32588,functional
51097,non functional
21616,non functional
1546,functional
50592,functional
15153,functional
60451,non functional
39092,functional
44066,functional
44259,non functional
1984,functional
61682,non functional
59320,non functional
62678,non functional
2798,functional
54555,functional
46806,functional
67541,non functional
65284,functional
31265,non functional
34288,functional needs repair
38812,functional
14868,functional needs repair
64873,functional needs repair
22140,functional
11260,functional needs repair
62930,non functional
36875,non functional
66406,non functional
12160,non functional
60923,functional
41028,non functional
72710,non functional
51571,functional
32839,functional
10978,functional
30879,non functional
67002,non functional
60951,functional
1889,functional
51701,functional needs repair
59284,functional
26460,non functional
23917,non functional
19445,non functional
20634,functional
48271,functional needs repair
39770,functional
12535,functional
9948,non functional
50686,functional needs repair
35931,functional
14955,functional
48997,functional
71077,non functional
26013,non functional
12541,functional
10225,functional
48523,functional needs repair
44597,functional
18030,non functional
67297,functional needs repair
18418,functional
8365,non functional
31248,functional
49370,non functional
55014,functional needs repair
10408,functional
22728,non functional
57343,functional
42461,non functional
73501,functional
32679,non functional
52750,non functional
51655,functional
43087,non functional
66847,non functional
32537,non functional
54168,non functional
45987,functional
17470,functional
46205,non functional
37807,functional
9963,functional
72385,functional
36930,non functional
29101,non functional
26414,functional
48369,non functional
13017,functional
49421,functional
21523,functional
67645,functional
50154,functional
62378,functional
47337,functional
44517,non functional
52483,non functional
60224,functional
23021,non functional
69858,functional
29599,functional
64096,functional
18671,non functional
3281,functional
72728,functional
15987,non functional
73993,functional needs repair
17644,non functional
37494,functional
47009,non functional
71115,functional
12145,functional
28083,functional needs repair
37806,functional
51762,functional needs repair
1639,non functional
17981,functional needs repair
18042,functional needs repair
25894,non functional
18132,functional
9731,non functional
10333,functional
396,functional needs repair
25433,non functional
11399,non functional
31007,non functional
18822,non functional
27827,functional
47700,functional needs repair
14193,functional needs repair
46699,functional
49699,non functional
72914,non functional
24535,functional
49846,non functional
27110,functional
29828,functional needs repair
73173,functional
59807,functional
30737,functional
50319,functional
27267,non functional
54308,functional
41628,non functional
56360,non functional
16622,non functional
43432,non functional
44404,non functional
50354,non functional
68698,non functional
3977,functional
40031,functional
23191,functional
59440,functional
53544,functional needs repair
57825,functional
35534,functional
30093,functional
59732,non functional
50472,non functional
63806,functional needs repair
11743,non functional
27778,non functional
4460,functional
45776,functional
46743,functional needs repair
68878,functional
20967,non functional
59833,functional needs repair
53635,functional
45831,non functional
59065,non functional
8700,functional
6965,functional
56369,non functional
74106,non functional
23763,functional
38235,non functional
51342,functional needs repair
29236,non functional
8314,non functional
38335,non functional
42494,functional needs repair
25358,non functional
52693,non functional
66427,functional
20769,functional needs repair
24754,non functional
3797,non functional
53859,non functional
27206,functional
58407,functional
13374,functional
11028,functional
38930,non functional
26982,functional
14778,functional needs repair
51587,non functional
17015,functional
25028,functional
35293,non functional
8068,functional
73052,non functional
51753,functional
15035,functional needs repair
60817,non functional
55374,functional needs repair
10096,functional
12074,non functional
50198,non functional
33773,non functional
6287,non functional
16222,functional
13418,non functional
243,non functional
5673,functional
38441,functional
57081,non functional
14525,functional
13389,non functional
65683,non functional
21136,non functional
34199,functional needs repair
25206,functional
55334,functional
30168,non functional
19998,functional
27760,functional
70205,functional
32421,non functional
40287,functional
4537,functional
46300,non functional
49063,functional
73414,functional
54220,functional
2838,non functional
46979,non functional
34307,functional
36899,functional
27797,functional
48131,functional
70738,functional
56821,non functional
35203,functional
67513,functional
48623,non functional
48526,functional
71696,non functional
507,non functional
7283,functional
3421,functional
15585,non functional
44581,non functional
72733,non functional
46120,non functional
29358,functional
5664,functional
2285,functional
5661,functional needs repair
47657,non functional
40777,non functional
23177,functional
62023,non functional
46834,non functional
54573,non functional
2311,functional
36977,non functional
62283,functional
62935,functional
28008,functional
60373,non functional
34523,functional
46550,non functional
12068,non functional
4365,non functional
49342,functional
6418,non functional
33741,non functional
53296,non functional
74206,functional
17681,functional
58387,non functional
33887,functional needs repair
35848,functional
13667,functional needs repair
38183,non functional
61501,functional needs repair
16185,functional
69225,functional needs repair
7730,functional needs repair
64895,functional needs repair
496,functional
42433,functional needs repair
32757,functional needs repair
16856,functional
3503,non functional
73404,non functional
25092,non functional
56114,non functional
67755,non functional
59292,non functional
27131,functional needs repair
36880,functional
29934,non functional
61140,functional needs repair
6375,functional
57413,functional
52719,non functional
45534,non functional
57626,non functional
1523,functional
62801,functional
11025,functional
66579,functional
42099,functional
68278,functional
20349,functional
18762,functional needs repair
67374,non functional
27139,functional
21420,functional needs repair
52382,functional
55389,functional
41881,functional
20879,functional
39134,non functional
35813,non functional
32770,functional
9903,functional
37475,functional
3618,functional needs repair
31199,functional needs repair
1018,functional
57876,functional
44128,non functional
22587,functional
1143,functional
48065,non functional
13308,functional
35288,non functional
60567,functional needs repair
46380,functional
36502,functional needs repair
73978,non functional
19960,functional
22394,non functional
49214,functional needs repair
23581,non functional
58744,functional
18540,functional
37429,non functional
11726,non functional
24187,non functional
25907,non functional
68307,non functional
36577,non functional
5752,functional
17460,functional
24211,non functional
64039,functional
35159,functional
36922,functional
1228,functional
14928,non functional
31814,functional
38492,functional needs repair
8754,functional needs repair
68130,non functional
19092,non functional
36898,functional
48574,functional
54791,functional needs repair
57644,non functional
43217,non functional
14922,functional
64775,non functional
59160,non functional
38141,functional needs repair
51518,non functional
43481,functional
36632,non functional
4347,functional
57963,non functional
73460,non functional
26874,functional
45280,functional
50748,non functional
33993,functional needs repair
11535,functional
13028,functional
39580,non functional
66084,non functional
72376,non functional
63494,functional
5560,functional
53309,non functional
17248,functional
38848,functional
29171,non functional
12765,functional
72042,functional
45045,functional needs repair
30553,functional needs repair
15746,functional
71754,functional needs repair
26176,functional
40403,non functional
64029,non functional
56238,functional
52432,non functional
38677,functional
2448,functional
73548,functional
51078,non functional
27549,non functional
886,non functional
62399,non functional
70385,functional
60247,non functional
48622,functional
43977,functional
2609,functional
66087,non functional
63428,functional
57506,functional
31307,non functional
51965,functional
9288,functional
68778,functional
22485,functional
57533,non functional
6589,non functional
4402,functional
33976,functional
24206,functional
16883,functional
68280,non functional
60751,non functional
57895,non functional
73433,functional
59045,functional
62351,functional needs repair
32272,functional
34754,functional
8809,functional needs repair
35885,functional
39827,functional
63158,functional needs repair
28801,functional
52813,functional
21457,functional
17610,non functional
4984,functional
37979,non functional
62974,non functional
47204,functional
57616,functional
35329,non functional
10767,functional
39234,non functional
28022,non functional
19427,functional
57156,non functional
25669,functional
71153,non functional
43875,functional
3448,functional needs repair
9629,functional
17846,non functional
22620,functional
2246,functional needs repair
28894,non functional
46489,non functional
39041,functional
65364,non functional
7226,functional
2650,functional
7706,non functional
23147,non functional
4797,functional
23043,functional
13339,functional
4229,functional
15853,non functional
4180,non functional
15068,functional
35611,non functional
32401,functional
4110,non functional
62206,functional
23600,non functional
35239,functional needs repair
18252,functional
18152,non functional
21850,functional needs repair
47509,functional
13585,non functional
16501,functional
9576,functional
39351,functional
40022,functional
11435,functional
26631,functional
21565,functional
40163,functional
13859,functional
50767,non functional
1932,functional
15282,non functional
73231,functional
36347,non functional
22076,non functional
32903,functional needs repair
31789,non functional
67095,non functional
41894,functional
9150,non functional
24822,non functional
40477,functional
43193,functional
33377,functional
5889,functional
68402,functional
11690,non functional
9583,non functional
14643,non functional
33152,functional
45285,functional
11776,non functional
21082,functional
11224,non functional
708,non functional
24269,non functional
66094,functional
29402,non functional
2132,functional needs repair
31876,functional
24888,functional
17297,functional
63391,functional
65405,non functional
27306,functional
53792,functional needs repair
33760,non functional
36858,non functional
21982,functional needs repair
47898,functional
45931,non functional
24282,functional
57867,non functional
2268,functional
42870,functional
51026,non functional
69496,functional
46258,non functional
53653,functional needs repair
8511,non functional
6437,functional
45277,functional needs repair
53647,functional needs repair
45297,non functional
12871,non functional
73567,functional
37196,functional
33031,functional needs repair
50322,functional
38362,functional needs repair
48934,non functional
50098,functional
25161,non functional
69627,functional needs repair
37050,functional
40161,non functional
8596,functional needs repair
17636,non functional
14577,functional needs repair
56393,non functional
12822,non functional
41075,non functional
37885,functional
68842,non functional
66015,functional
21780,non functional
6796,non functional
56069,non functional
54247,functional
40874,functional
27638,non functional
57276,non functional
15827,non functional
59544,non functional
46615,functional
68917,functional
32281,functional
20795,functional
3775,non functional
56610,non functional
14626,non functional
58335,non functional
27434,non functional
45224,non functional
21863,functional needs repair
13646,non functional
45316,functional
39015,functional
62036,functional
19035,non functional
46630,functional needs repair
15059,functional
32074,functional
39871,functional
32047,non functional
9958,functional
38679,non functional
67067,non functional
45840,functional needs repair
71345,functional
28783,non functional
56300,functional needs repair
25363,functional needs repair
57254,non functional
4852,functional
37650,non functional
37830,functional needs repair
55583,functional
47834,functional
33053,functional
40053,functional needs repair
35615,functional
41935,functional
53719,functional
42782,non functional
24343,non functional
44635,functional
46200,functional needs repair
31185,functional
16460,non functional
17353,functional
5891,functional
24375,functional
5203,non functional
62385,non functional
56459,functional
29879,non functional
51522,non functional
35245,non functional
40141,functional
4870,non functional
29726,non functional
43211,functional
62320,functional
49299,functional
35963,functional
24820,functional needs repair
31300,functional
47524,non functional
3102,non functional
65536,functional
61221,functional
72699,non functional
67398,functional
13994,non functional
27826,functional
1379,functional
2681,functional
53171,functional needs repair
2389,functional
55799,functional
59952,non functional
13243,functional
52845,non functional
7141,functional
36793,functional
28913,functional needs repair
22001,functional needs repair
38907,functional
11162,functional
31701,functional
19800,functional
68622,non functional
36197,functional needs repair
41645,functional
41299,non functional
63689,non functional
64196,functional
3309,functional
60962,non functional
69933,non functional
58960,non functional
52915,non functional
24332,non functional
46346,functional
73840,non functional
20540,functional
25032,non functional
55800,functional
30448,functional
31637,non functional
57334,functional
19040,functional
16127,functional
18166,non functional
37428,functional
60465,functional needs repair
38724,non functional
56443,non functional
13307,non functional
40329,functional
845,functional needs repair
36907,functional needs repair
39583,functional
29041,functional
57528,functional needs repair
33196,functional
14740,functional
52667,functional
403,functional
59130,functional
45426,non functional
66786,functional
53110,non functional
12745,functional
26571,functional
21083,non functional
55246,non functional
23085,non functional
41860,functional needs repair
65999,non functional
4741,non functional
8189,functional
45623,functional needs repair
51651,functional needs repair
3575,non functional
73396,functional
70645,functional
55369,non functional
16473,non functional
68346,non functional
9481,non functional
21439,functional needs repair
835,non functional
24667,functional needs repair
64713,functional
35303,non functional
62990,non functional
40591,functional
15240,functional
36088,functional
18110,functional
2314,functional needs repair
14209,functional needs repair
44542,non functional
16684,non functional
18841,non functional
12368,non functional
60453,non functional
66939,functional
69334,functional
50057,non functional
59836,non functional
44365,non functional
23168,functional
27877,non functional
23909,functional
15424,non functional
46084,non functional
26292,non functional
28159,functional needs repair
57935,functional
48599,functional needs repair
768,non functional
62438,non functional
27414,non functional
46750,non functional
16436,non functional
32535,functional
41758,functional needs repair
66899,functional
24670,non functional
31459,functional needs repair
66195,functional
54881,functional needs repair
52075,functional
41587,non functional
60141,non functional
41043,functional
43950,non functional
48121,non functional
65965,functional needs repair
70664,functional
4887,functional
62128,non functional
62993,non functional
54823,non functional
67336,functional
11461,non functional
6405,functional
3604,non functional
13496,non functional
69465,functional
52159,functional
62523,non functional
12909,functional
9031,non functional
38142,functional
9976,non functional
12457,functional
83,non functional
41441,functional needs repair
37002,non functional
14445,functional needs repair
49312,non functional
37763,functional
18581,functional
17791,non functional
37664,non functional
55316,non functional
67418,functional needs repair
62465,non functional
8682,functional
18905,functional
8129,functional
6490,functional
58222,functional
26087,non functional
54721,non functional
2986,functional
62250,functional needs repair
13215,functional
40638,functional
52286,non functional
56328,functional
66140,functional
73270,functional needs repair
46918,functional
37800,functional needs repair
42236,non functional
57022,functional
32769,non functional
60417,non functional
18381,non functional
45799,functional
16607,non functional
34727,non functional
65469,functional
44913,non functional
50367,functional
50806,functional needs repair
40770,functional needs repair
3166,non functional
43932,non functional
9054,non functional
3088,functional
55589,functional needs repair
56199,non functional
43749,functional
70409,functional needs repair
47010,functional needs repair
30427,functional
31052,non functional
14338,non functional
53535,functional needs repair
54524,non functional
34913,functional
70918,non functional
55805,non functional
46480,non functional
6477,functional
68683,functional needs repair
64153,functional needs repair
5836,non functional
47654,functional
47513,functional
70105,functional
65915,non functional
72961,functional needs repair
20292,functional
9641,functional
43467,functional needs repair
34468,non functional
24910,functional
59441,functional
73772,functional
67356,non functional
5377,functional
56133,functional
38004,functional needs repair
65662,non functional
68465,functional
9610,functional
13502,functional needs repair
53131,non functional
43862,functional
41294,functional needs repair
29623,functional needs repair
73956,functional
69743,non functional
54200,non functional
24857,non functional
46305,non functional
26411,non functional
62264,non functional
31079,functional
43949,functional
10433,functional
26672,functional
21265,functional
10059,functional
60084,non functional
53252,functional
32035,functional
72898,non functional
34460,functional
68561,non functional
20908,functional
34485,functional needs repair
58522,functional
19340,functional
24072,non functional
1597,functional
21617,non functional
4294,non functional
62458,non functional
60703,functional
54351,functional
3655,non functional
52100,functional
35989,functional
34759,functional
55209,functional
21606,functional
20748,non functional
73003,non functional
29246,non functional
29896,non functional
30122,functional
37159,functional
62494,functional
54202,non functional
60549,functional
63553,non functional
13980,non functional
56243,functional
23544,non functional
73601,non functional
13232,non functional
24549,non functional
49792,functional needs repair
36789,non functional
40035,functional needs repair
70871,non functional
53126,functional
57744,functional
30902,functional
40155,non functional
55484,functional
12965,functional
1862,non functional
9531,functional
21824,non functional
63103,non functional
66838,functional
39758,functional
15287,functional needs repair
14628,functional
12434,non functional
39114,functional
26802,functional
17956,functional
9652,functional
73221,functional
30495,non functional
25095,functional
37362,functional
30853,functional needs repair
37450,non functional
7709,functional
71149,functional
65429,functional needs repair
2279,non functional
58659,non functional
56347,non functional
48037,non functional
304,functional
60334,non functional
35035,non functional
1632,functional needs repair
68282,functional
52597,non functional
2155,functional
56324,functional
53263,functional
66283,non functional
68297,functional
66942,functional needs repair
408,functional
40180,functional needs repair
16240,non functional
24437,non functional
6210,non functional
65242,functional
24615,functional
55748,functional needs repair
10808,functional
49461,functional
10187,functional
30169,non functional
45003,functional needs repair
29475,non functional
67368,functional
65354,non functional
59864,functional
36107,functional
17670,functional
45099,non functional
33315,non functional
1798,non functional
15625,non functional
71041,non functional
14802,non functional
70723,non functional
36579,functional
55771,functional
11291,non functional
53452,functional
73294,functional needs repair
42193,non functional
22069,non functional
32094,functional
33954,non functional
65569,non functional
14971,functional
53392,non functional
38014,functional
47887,functional
427,functional
47187,functional
57770,functional
35802,functional
5807,non functional
29766,functional needs repair
69039,functional
25933,functional
71281,functional
66591,functional
44836,functional
70648,functional
24112,functional
53139,functional
16115,non functional
12360,non functional
10119,functional needs repair
6607,functional needs repair
17198,functional needs repair
57604,functional
15591,non functional
35030,functional
1602,functional
44175,functional
34772,functional needs repair
60568,functional
30334,functional
46063,functional
68082,functional
51738,non functional
263,functional needs repair
34532,non functional
18645,functional needs repair
1137,non functional
8187,functional
59135,non functional
23404,non functional
33150,functional needs repair
18511,functional needs repair
73329,functional needs repair
73192,functional
67741,functional
43292,functional
72788,functional
61551,functional
17789,functional
40009,functional
33599,non functional
18995,non functional
42047,functional
67141,non functional
1661,functional
54893,non functional
46857,non functional
47355,functional needs repair
71793,functional needs repair
43387,functional
44743,functional
33357,functional needs repair
21868,functional
29768,functional needs repair
42053,functional needs repair
26585,non functional
41862,functional
37361,functional
41897,functional
42244,functional
55338,functional
3315,non functional
62411,functional
44380,non functional
67518,functional needs repair
14299,functional
49562,functional
56390,non functional
6721,functional
45466,functional
34430,functional needs repair
25314,functional
14119,functional needs repair
8218,functional
58826,non functional
3347,functional
65209,non functional
15149,functional
58611,non functional
48750,non functional
35674,functional
41961,non functional
48812,functional needs repair
60551,non functional
42318,functional
17295,functional
3024,functional
31612,functional
19598,non functional
71357,functional
56135,non functional
64604,non functional
25672,functional needs repair
44392,functional
48738,functional
58474,functional
37377,functional
40319,functional
38029,functional
53170,non functional
50190,non functional
66802,non functional
74030,non functional
14612,non functional
39928,non functional
7471,non functional
48430,non functional
34984,non functional
8786,functional
2751,non functional
60578,non functional
17632,functional
20077,functional needs repair
49407,non functional
20427,functional
71368,functional
71308,functional
18764,functional
9785,non functional
1743,non functional
49976,functional
5142,functional
13224,functional
38073,non functional
35711,functional
3988,non functional
9205,non functional
46171,functional needs repair
15001,functional
33206,non functional
46425,functional
74099,functional
14041,functional
43989,non functional
28795,functional needs repair
50777,non functional
3325,non functional
42215,functional
29920,non functional
42826,functional
55212,non functional
39537,non functional
43814,functional needs repair
58252,functional needs repair
48764,non functional
66818,functional needs repair
30532,functional
53458,functional
50722,non functional
18154,non functional
17719,non functional
5930,functional
57520,non functional
51351,functional
66807,functional needs repair
43438,functional
20409,non functional
28130,non functional
71135,non functional
30875,functional
9213,functional
33341,functional
51458,non functional
7648,functional
63666,functional
21366,functional
18911,functional
61076,functional needs repair
26404,functional
38350,non functional
16368,non functional
20258,non functional
7859,functional
4405,functional needs repair
13917,non functional
37518,non functional
16777,functional needs repair
60400,functional
10073,functional
13350,functional needs repair
49688,functional
13955,functional
40918,functional needs repair
13226,functional
58334,functional
17545,functional needs repair
59015,functional
3374,non functional
24887,non functional
38209,functional
46723,non functional
62578,functional
55412,functional
73903,functional
52049,non functional
5862,functional
15371,functional
47621,non functional
21218,non functional
71567,functional
65260,functional
6153,non functional
34233,functional
873,non functional
24567,functional
20024,functional
46539,functional
14635,functional needs repair
29072,functional
35356,non functional
936,functional needs repair
68838,functional
69715,non functional
21190,non functional
32469,functional
73330,non functional
56572,non functional
69285,functional
2874,non functional
16767,functional needs repair
59037,functional
9209,non functional
48673,functional
11376,functional
63473,non functional
33718,non functional
64374,non functional
20557,non functional
63068,non functional
40865,functional
247,non functional
22514,functional needs repair
69849,functional
33102,functional
30549,functional
16753,functional needs repair
71400,non functional
33403,functional
21798,functional
20721,functional needs repair
32707,functional
2923,functional
67831,functional
59754,functional needs repair
35196,functional
26403,non functional
38262,functional
47746,non functional
15274,functional
31525,non functional
60960,non functional
65784,functional needs repair
62754,non functional
29093,non functional
34854,functional
48681,non functional
10776,functional
6743,functional
45227,functional needs repair
30267,non functional
23140,functional needs repair
57490,non functional
4504,functional
19727,non functional
71984,functional needs repair
43209,non functional
72753,non functional
61572,functional needs repair
18543,functional needs repair
56348,non functional
66707,functional
7133,non functional
46267,non functional
68267,non functional
37601,functional
31118,functional
54582,functional
50499,functional
73245,functional
43554,non functional
44886,functional needs repair
58787,functional
65470,non functional
66541,functional
62766,non functional
29942,non functional
65418,functional
36825,non functional
24795,non functional
34639,non functional
25307,non functional
6492,non functional
71237,functional needs repair
14515,functional
12655,non functional
9102,functional
55517,non functional
57681,non functional
7417,non functional
4109,non functional
23934,functional
61236,non functional
69600,functional
7298,non functional
53236,functional
45783,functional
60624,functional
1003,functional
68752,functional
63430,functional
50781,functional
73116,functional needs repair
55839,non functional
36337,functional needs repair
60805,non functional
39460,non functional
8652,functional
2082,functional
33838,functional
30167,functional needs repair
58613,functional
59808,functional
40549,functional
51032,functional
4970,functional
31718,functional
7448,functional
33039,functional
18162,functional
54947,functional
25673,functional
7034,functional
39121,non functional
16592,non functional
58164,non functional
11108,non functional
57046,functional
65501,non functional
15535,non functional
39945,non functional
62107,non functional
19229,functional
18398,non functional
60414,non functional
22608,functional
72902,functional
14785,functional
56454,functional
31862,functional
68861,non functional
2418,functional
74010,functional
63813,functional
27645,functional
73011,functional
9092,functional
66593,non functional
16257,functional
37407,functional
38761,non functional
73633,non functional
54435,functional
3892,functional
30201,functional
66363,functional
73327,non functional
32743,functional needs repair
5390,non functional
33240,functional
32675,non functional
37836,functional
67404,functional
28539,non functional
66098,non functional
1420,functional
15260,non functional
59666,functional
59841,non functional
70159,non functional
32808,functional
